timestamp,dbName,hit,read
2023-07-22 17:01:49,postgres,0,0
2023-07-22 17:01:49,explorer,26179356,33096
2023-07-22 17:01:49,template1,8562,104
2023-07-22 17:01:49,template0,0,0
2023-07-22 17:01:59,postgres,0,0
2023-07-22 17:01:59,explorer,26179390,33096
2023-07-22 17:01:59,template1,8562,104
2023-07-22 17:01:59,template0,0,0
2023-07-22 17:02:09,postgres,0,0
2023-07-22 17:02:09,explorer,26182612,33134
2023-07-22 17:02:09,template1,8562,104
2023-07-22 17:02:09,template0,0,0
2023-07-22 17:02:19,postgres,0,0
2023-07-22 17:02:19,explorer,26182646,33134
2023-07-22 17:02:19,template1,8562,104
2023-07-22 17:02:19,template0,0,0
2023-07-22 17:02:29,postgres,0,0
2023-07-22 17:02:29,explorer,26209866,33284
2023-07-22 17:02:29,template1,8562,104
2023-07-22 17:02:29,template0,0,0
2023-07-22 17:02:39,postgres,0,0
2023-07-22 17:02:39,explorer,26210366,33284
2023-07-22 17:02:39,template1,8635,104
2023-07-22 17:02:39,template0,0,0
2023-07-22 17:02:49,postgres,0,0
2023-07-22 17:02:49,explorer,26607309,33820
2023-07-22 17:02:49,template1,8635,104
2023-07-22 17:02:49,template0,0,0
2023-07-22 17:02:59,postgres,0,0
2023-07-22 17:02:59,explorer,26999164,34370
2023-07-22 17:02:59,template1,8635,104
2023-07-22 17:02:59,template0,0,0
2023-07-22 17:03:09,postgres,0,0
2023-07-22 17:03:09,explorer,27391007,34910
2023-07-22 17:03:09,template1,8635,104
2023-07-22 17:03:09,template0,0,0
2023-07-22 17:03:19,postgres,0,0
2023-07-22 17:03:19,explorer,27799204,35007
2023-07-22 17:03:19,template1,8635,104
2023-07-22 17:03:19,template0,0,0
2023-07-22 17:03:29,postgres,0,0
2023-07-22 17:03:29,explorer,28231038,35065
2023-07-22 17:03:29,template1,8635,104
2023-07-22 17:03:29,template0,0,0
2023-07-22 17:03:39,postgres,0,0
2023-07-22 17:03:39,explorer,28584224,35176
2023-07-22 17:03:39,template1,8708,104
2023-07-22 17:03:39,template0,0,0
2023-07-22 17:03:49,postgres,0,0
2023-07-22 17:03:49,explorer,28977012,35680
2023-07-22 17:03:49,template1,8708,104
2023-07-22 17:03:49,template0,0,0
2023-07-22 17:03:59,postgres,0,0
2023-07-22 17:03:59,explorer,29407957,36246
2023-07-22 17:03:59,template1,8708,104
2023-07-22 17:03:59,template0,0,0
2023-07-22 17:04:09,postgres,0,0
2023-07-22 17:04:09,explorer,29761847,36725
2023-07-22 17:04:09,template1,8708,104
2023-07-22 17:04:09,template0,0,0
2023-07-22 17:04:19,postgres,0,0
2023-07-22 17:04:19,explorer,30175789,36794
2023-07-22 17:04:19,template1,8708,104
2023-07-22 17:04:19,template0,0,0
2023-07-22 17:04:29,postgres,0,0
2023-07-22 17:04:29,explorer,30568367,36814
2023-07-22 17:04:29,template1,8708,104
2023-07-22 17:04:29,template0,0,0
2023-07-22 17:04:39,postgres,0,0
2023-07-22 17:04:39,explorer,30961817,36854
2023-07-22 17:04:39,template1,8781,104
2023-07-22 17:04:39,template0,0,0
2023-07-22 17:04:49,postgres,0,0
2023-07-22 17:04:49,explorer,31393569,36914
2023-07-22 17:04:49,template1,8781,104
2023-07-22 17:04:49,template0,0,0
2023-07-22 17:04:59,postgres,0,0
2023-07-22 17:04:59,explorer,31788978,36994
2023-07-22 17:04:59,template1,8781,104
2023-07-22 17:04:59,template0,0,0
2023-07-22 17:05:09,postgres,0,0
2023-07-22 17:05:09,explorer,32182216,37324
2023-07-22 17:05:09,template1,8781,104
2023-07-22 17:05:09,template0,0,0
2023-07-22 17:05:19,postgres,0,0
2023-07-22 17:05:19,explorer,32560004,37366
2023-07-22 17:05:19,template1,8781,104
2023-07-22 17:05:19,template0,0,0
2023-07-22 17:05:29,postgres,0,0
2023-07-22 17:05:29,explorer,32953439,37381
2023-07-22 17:05:29,template1,8781,104
2023-07-22 17:05:29,template0,0,0
2023-07-22 17:05:39,postgres,0,0
2023-07-22 17:05:39,explorer,33348070,37431
2023-07-22 17:05:39,template1,8854,104
2023-07-22 17:05:39,template0,0,0
2023-07-22 17:05:49,postgres,0,0
2023-07-22 17:05:49,explorer,33780717,37455
2023-07-22 17:05:49,template1,8854,104
2023-07-22 17:05:49,template0,0,0
2023-07-22 17:05:59,postgres,0,0
2023-07-22 17:05:59,explorer,34137409,37525
2023-07-22 17:05:59,template1,8854,104
2023-07-22 17:05:59,template0,0,0
2023-07-22 17:06:09,postgres,0,0
2023-07-22 17:06:09,explorer,34569865,37805
2023-07-22 17:06:09,template1,8854,104
2023-07-22 17:06:09,template0,0,0
2023-07-22 17:06:19,postgres,0,0
2023-07-22 17:06:19,explorer,34987284,37835
2023-07-22 17:06:19,template1,8854,104
2023-07-22 17:06:19,template0,0,0
2023-07-22 17:06:29,postgres,0,0
2023-07-22 17:06:29,explorer,35343823,37835
2023-07-22 17:06:29,template1,8854,104
2023-07-22 17:06:29,template0,0,0
2023-07-22 17:06:39,postgres,0,0
2023-07-22 17:06:39,explorer,35738445,37905
2023-07-22 17:06:39,template1,8927,104
2023-07-22 17:06:39,template0,0,0
2023-07-22 17:06:49,postgres,0,0
2023-07-22 17:06:49,explorer,36133230,37955
2023-07-22 17:06:49,template1,8927,104
2023-07-22 17:06:49,template0,0,0
2023-07-22 17:06:59,postgres,0,0
2023-07-22 17:06:59,explorer,36567213,38006
2023-07-22 17:06:59,template1,8927,104
2023-07-22 17:06:59,template0,0,0
2023-07-22 17:07:09,postgres,0,0
2023-07-22 17:07:09,explorer,36961372,38256
2023-07-22 17:07:09,template1,8927,104
2023-07-22 17:07:09,template0,0,0
2023-07-22 17:07:19,postgres,0,0
2023-07-22 17:07:19,explorer,37380955,38304
2023-07-22 17:07:19,template1,8927,104
2023-07-22 17:07:19,template0,0,0
2023-07-22 17:07:29,postgres,0,0
2023-07-22 17:07:29,explorer,37736704,38319
2023-07-22 17:07:29,template1,8927,104
2023-07-22 17:07:29,template0,0,0
2023-07-22 17:07:39,postgres,0,0
2023-07-22 17:07:39,explorer,38172797,38347
2023-07-22 17:07:39,template1,9000,104
2023-07-22 17:07:39,template0,0,0
2023-07-22 17:07:49,postgres,0,0
2023-07-22 17:07:49,explorer,38567541,38400
2023-07-22 17:07:49,template1,9000,104
2023-07-22 17:07:49,template0,0,0
2023-07-22 17:07:59,postgres,0,0
2023-07-22 17:07:59,explorer,38920883,38409
2023-07-22 17:07:59,template1,9000,104
2023-07-22 17:07:59,template0,0,0
2023-07-22 17:08:09,postgres,0,0
2023-07-22 17:08:09,explorer,39318023,38604
2023-07-22 17:08:09,template1,9000,104
2023-07-22 17:08:09,template0,0,0
2023-07-22 17:08:19,postgres,0,0
2023-07-22 17:08:19,explorer,39739474,38681
2023-07-22 17:08:19,template1,9000,104
2023-07-22 17:08:19,template0,0,0
2023-07-22 17:08:29,postgres,0,0
2023-07-22 17:08:29,explorer,40174834,38685
2023-07-22 17:08:29,template1,9000,104
2023-07-22 17:08:29,template0,0,0
2023-07-22 17:08:39,postgres,0,0
2023-07-22 17:08:39,explorer,40531941,38695
2023-07-22 17:08:39,template1,9073,104
2023-07-22 17:08:39,template0,0,0
2023-07-22 17:08:49,postgres,0,0
2023-07-22 17:08:49,explorer,40928062,38753
2023-07-22 17:08:49,template1,9073,104
2023-07-22 17:08:49,template0,0,0
2023-07-22 17:08:59,postgres,0,0
2023-07-22 17:08:59,explorer,41362105,38830
2023-07-22 17:08:59,template1,9073,104
2023-07-22 17:08:59,template0,0,0
2023-07-22 17:09:09,postgres,0,0
2023-07-22 17:09:09,explorer,41755213,39051
2023-07-22 17:09:09,template1,9073,104
2023-07-22 17:09:09,template0,0,0
2023-07-22 17:09:19,postgres,0,0
2023-07-22 17:09:19,explorer,42137306,39110
2023-07-22 17:09:19,template1,9073,104
2023-07-22 17:09:19,template0,0,0
2023-07-22 17:09:29,postgres,0,0
2023-07-22 17:09:29,explorer,42575478,39143
2023-07-22 17:09:29,template1,9073,104
2023-07-22 17:09:29,template0,0,0
2023-07-22 17:09:39,postgres,0,0
2023-07-22 17:09:39,explorer,42973979,39196
2023-07-22 17:09:39,template1,9146,104
2023-07-22 17:09:39,template0,0,0
2023-07-22 17:09:49,postgres,0,0
2023-07-22 17:09:49,explorer,43330848,39235
2023-07-22 17:09:49,template1,9146,104
2023-07-22 17:09:49,template0,0,0
2023-07-22 17:09:59,postgres,0,0
2023-07-22 17:09:59,explorer,43766642,39266
2023-07-22 17:09:59,template1,9146,104
2023-07-22 17:09:59,template0,0,0
2023-07-22 17:10:09,postgres,0,0
2023-07-22 17:10:09,explorer,44123753,39420
2023-07-22 17:10:09,template1,9146,104
2023-07-22 17:10:09,template0,0,0
2023-07-22 17:10:19,postgres,0,0
2023-07-22 17:10:19,explorer,44547917,39507
2023-07-22 17:10:19,template1,9146,104
2023-07-22 17:10:19,template0,0,0
2023-07-22 17:10:29,postgres,0,0
2023-07-22 17:10:29,explorer,44946400,39520
2023-07-22 17:10:29,template1,9146,104
2023-07-22 17:10:29,template0,0,0
2023-07-22 17:10:39,postgres,0,0
2023-07-22 17:10:39,explorer,45345170,39590
2023-07-22 17:10:39,template1,9219,104
2023-07-22 17:10:39,template0,0,0
2023-07-22 17:10:49,postgres,0,0
2023-07-22 17:10:49,explorer,45742676,39605
2023-07-22 17:10:49,template1,9219,104
2023-07-22 17:10:49,template0,0,0
2023-07-22 17:10:59,postgres,0,0
2023-07-22 17:10:59,explorer,46138805,39671
2023-07-22 17:10:59,template1,9219,104
2023-07-22 17:10:59,template0,0,0
2023-07-22 17:11:09,postgres,0,0
2023-07-22 17:11:09,explorer,46535137,39797
2023-07-22 17:11:09,template1,9219,104
2023-07-22 17:11:09,template0,0,0
2023-07-22 17:11:19,postgres,0,0
2023-07-22 17:11:19,explorer,46998505,39914
2023-07-22 17:11:19,template1,9219,104
2023-07-22 17:11:19,template0,0,0
2023-07-22 17:11:29,postgres,0,0
2023-07-22 17:11:29,explorer,47359303,39975
2023-07-22 17:11:29,template1,9219,104
2023-07-22 17:11:29,template0,0,0
2023-07-22 17:11:39,postgres,0,0
2023-07-22 17:11:39,explorer,47758275,40054
2023-07-22 17:11:39,template1,9292,104
2023-07-22 17:11:39,template0,0,0
2023-07-22 17:11:49,postgres,0,0
2023-07-22 17:11:49,explorer,48194155,40082
2023-07-22 17:11:49,template1,9292,104
2023-07-22 17:11:49,template0,0,0
2023-07-22 17:11:59,postgres,0,0
2023-07-22 17:11:59,explorer,48552045,40113
2023-07-22 17:11:59,template1,9292,104
2023-07-22 17:11:59,template0,0,0
2023-07-22 17:12:09,postgres,0,0
2023-07-22 17:12:09,explorer,48946355,40239
2023-07-22 17:12:09,template1,9292,104
2023-07-22 17:12:09,template0,0,0
2023-07-22 17:12:19,postgres,0,0
2023-07-22 17:12:19,explorer,49413741,40330
2023-07-22 17:12:19,template1,9292,104
2023-07-22 17:12:19,template0,0,0
2023-07-22 17:12:29,postgres,0,0
2023-07-22 17:12:29,explorer,49773517,40373
2023-07-22 17:12:29,template1,9292,104
2023-07-22 17:12:29,template0,0,0
2023-07-22 17:12:39,postgres,0,0
2023-07-22 17:12:39,explorer,50211097,40427
2023-07-22 17:12:39,template1,9365,104
2023-07-22 17:12:39,template0,0,0
2023-07-22 17:12:49,postgres,0,0
2023-07-22 17:12:49,explorer,50606518,40467
2023-07-22 17:12:49,template1,9365,104
2023-07-22 17:12:49,template0,0,0
2023-07-22 17:12:59,postgres,0,0
2023-07-22 17:12:59,explorer,51005305,40501
2023-07-22 17:12:59,template1,9365,104
2023-07-22 17:12:59,template0,0,0
2023-07-22 17:13:09,postgres,0,0
2023-07-22 17:13:09,explorer,51361614,40669
2023-07-22 17:13:09,template1,9365,104
2023-07-22 17:13:09,template0,0,0
2023-07-22 17:13:19,postgres,0,0
2023-07-22 17:13:19,explorer,51790751,40765
2023-07-22 17:13:19,template1,9365,104
2023-07-22 17:13:19,template0,0,0
2023-07-22 17:13:29,postgres,0,0
2023-07-22 17:13:29,explorer,52189670,40767
2023-07-22 17:13:29,template1,9365,104
2023-07-22 17:13:29,template0,0,0
2023-07-22 17:13:39,postgres,0,0
2023-07-22 17:13:39,explorer,52629585,40803
2023-07-22 17:13:39,template1,9438,104
2023-07-22 17:13:39,template0,0,0
2023-07-22 17:13:49,postgres,0,0
2023-07-22 17:13:49,explorer,52985504,40839
2023-07-22 17:13:49,template1,9438,104
2023-07-22 17:13:49,template0,0,0
2023-07-22 17:13:59,postgres,0,0
2023-07-22 17:13:59,explorer,53424651,40850
2023-07-22 17:13:59,template1,9438,104
2023-07-22 17:13:59,template0,0,0
2023-07-22 17:14:09,postgres,0,0
2023-07-22 17:14:09,explorer,53781937,40966
2023-07-22 17:14:09,template1,9438,104
2023-07-22 17:14:09,template0,0,0
2023-07-22 17:14:19,postgres,0,0
2023-07-22 17:14:19,explorer,54251944,41091
2023-07-22 17:14:19,template1,9438,104
2023-07-22 17:14:19,template0,0,0
2023-07-22 17:14:29,postgres,0,0
2023-07-22 17:14:29,explorer,54610416,41131
2023-07-22 17:14:29,template1,9438,104
2023-07-22 17:14:29,template0,0,0
2023-07-22 17:14:39,postgres,0,0
2023-07-22 17:14:39,explorer,55010751,41167
2023-07-22 17:14:39,template1,9511,104
2023-07-22 17:14:39,template0,0,0
2023-07-22 17:14:49,postgres,0,0
2023-07-22 17:14:49,explorer,55447918,41181
2023-07-22 17:14:49,template1,9511,104
2023-07-22 17:14:49,template0,0,0
2023-07-22 17:14:59,postgres,0,0
2023-07-22 17:14:59,explorer,55806851,41187
2023-07-22 17:14:59,template1,9511,104
2023-07-22 17:14:59,template0,0,0
2023-07-22 17:15:09,postgres,0,0
2023-07-22 17:15:09,explorer,56244491,41343
2023-07-22 17:15:09,template1,9511,104
2023-07-22 17:15:09,template0,0,0
2023-07-22 17:15:19,postgres,0,0
2023-07-22 17:15:19,explorer,56678190,41396
2023-07-22 17:15:19,template1,9511,104
2023-07-22 17:15:19,template0,0,0
2023-07-22 17:15:29,postgres,0,0
2023-07-22 17:15:29,explorer,57078260,41440
2023-07-22 17:15:29,template1,9511,104
2023-07-22 17:15:29,template0,0,0
2023-07-22 17:15:39,postgres,0,0
2023-07-22 17:15:39,explorer,57479791,41460
2023-07-22 17:15:39,template1,9584,104
2023-07-22 17:15:39,template0,0,0
2023-07-22 17:15:49,postgres,0,0
2023-07-22 17:15:49,explorer,57842228,41522
2023-07-22 17:15:49,template1,9584,104
2023-07-22 17:15:49,template0,0,0
2023-07-22 17:15:59,postgres,0,0
2023-07-22 17:15:59,explorer,58279840,41548
2023-07-22 17:15:59,template1,9584,104
2023-07-22 17:15:59,template0,0,0
2023-07-22 17:16:09,postgres,0,0
2023-07-22 17:16:09,explorer,58637140,41651
2023-07-22 17:16:09,template1,9584,104
2023-07-22 17:16:09,template0,0,0
2023-07-22 17:16:19,postgres,0,0
2023-07-22 17:16:19,explorer,59067961,41760
2023-07-22 17:16:19,template1,9584,104
2023-07-22 17:16:19,template0,0,0
2023-07-22 17:16:29,postgres,0,0
2023-07-22 17:16:29,explorer,59512211,41778
2023-07-22 17:16:29,template1,9584,104
2023-07-22 17:16:29,template0,0,0
2023-07-22 17:16:39,postgres,0,0
2023-07-22 17:16:39,explorer,59910740,41785
2023-07-22 17:16:39,template1,9657,104
2023-07-22 17:16:39,template0,0,0
2023-07-22 17:16:49,postgres,0,0
2023-07-22 17:16:49,explorer,60269058,41805
2023-07-22 17:16:49,template1,9657,104
2023-07-22 17:16:49,template0,0,0
2023-07-22 17:16:59,postgres,0,0
2023-07-22 17:16:59,explorer,60668244,41819
2023-07-22 17:16:59,template1,9657,104
2023-07-22 17:16:59,template0,0,0
2023-07-22 17:17:09,postgres,0,0
2023-07-22 17:17:09,explorer,61065916,41900
2023-07-22 17:17:09,template1,9657,104
2023-07-22 17:17:09,template0,0,0
2023-07-22 17:17:19,postgres,0,0
2023-07-22 17:17:19,explorer,61499117,41979
2023-07-22 17:17:19,template1,9657,104
2023-07-22 17:17:19,template0,0,0
2023-07-22 17:17:29,postgres,0,0
2023-07-22 17:17:29,explorer,61937102,42024
2023-07-22 17:17:29,template1,9657,104
2023-07-22 17:17:29,template0,0,0
2023-07-22 17:17:39,postgres,0,0
2023-07-22 17:17:39,explorer,62300114,42079
2023-07-22 17:17:39,template1,9730,104
2023-07-22 17:17:39,template0,0,0
2023-07-22 17:17:49,postgres,0,0
2023-07-22 17:17:49,explorer,62738542,42102
2023-07-22 17:17:49,template1,9730,104
2023-07-22 17:17:49,template0,0,0
2023-07-22 17:17:59,postgres,0,0
2023-07-22 17:17:59,explorer,63097928,42134
2023-07-22 17:17:59,template1,9730,104
2023-07-22 17:17:59,template0,0,0
2023-07-22 17:18:09,postgres,0,0
2023-07-22 17:18:09,explorer,63496963,42241
2023-07-22 17:18:09,template1,9730,104
2023-07-22 17:18:09,template0,0,0
2023-07-22 17:18:19,postgres,0,0
2023-07-22 17:18:19,explorer,63927223,42327
2023-07-22 17:18:19,template1,9730,104
2023-07-22 17:18:19,template0,0,0
2023-07-22 17:18:29,postgres,0,0
2023-07-22 17:18:29,explorer,64330506,42348
2023-07-22 17:18:29,template1,9730,104
2023-07-22 17:18:29,template0,0,0
2023-07-22 17:18:39,postgres,0,0
2023-07-22 17:18:39,explorer,64796011,42358
2023-07-22 17:18:39,template1,9730,104
2023-07-22 17:18:39,template0,0,0
2023-07-22 17:18:49,postgres,0,0
2023-07-22 17:18:49,explorer,65189801,42366
2023-07-22 17:18:49,template1,9803,104
2023-07-22 17:18:49,template0,0,0
2023-07-22 17:18:59,postgres,0,0
2023-07-22 17:18:59,explorer,65683111,42383
2023-07-22 17:18:59,template1,9803,104
2023-07-22 17:18:59,template0,0,0
2023-07-22 17:19:09,postgres,0,0
2023-07-22 17:19:09,explorer,66098327,42444
2023-07-22 17:19:09,template1,9803,104
2023-07-22 17:19:09,template0,0,0
2023-07-22 17:19:19,postgres,0,0
2023-07-22 17:19:19,explorer,66638360,42534
2023-07-22 17:19:19,template1,9803,104
2023-07-22 17:19:19,template0,0,0
2023-07-22 17:19:29,postgres,0,0
2023-07-22 17:19:29,explorer,67060649,42534
2023-07-22 17:19:29,template1,9803,104
2023-07-22 17:19:29,template0,0,0
2023-07-22 17:19:39,postgres,0,0
2023-07-22 17:19:39,explorer,67551872,42574
2023-07-22 17:19:39,template1,9803,104
2023-07-22 17:19:39,template0,0,0
2023-07-22 17:19:49,postgres,0,0
2023-07-22 17:19:49,explorer,68103702,42601
2023-07-22 17:19:49,template1,9876,104
2023-07-22 17:19:49,template0,0,0
2023-07-22 17:19:59,postgres,0,0
2023-07-22 17:19:59,explorer,68555344,42628
2023-07-22 17:19:59,template1,9876,104
2023-07-22 17:19:59,template0,0,0
2023-07-22 17:20:09,postgres,0,0
2023-07-22 17:20:09,explorer,69056009,42683
2023-07-22 17:20:09,template1,9876,104
2023-07-22 17:20:09,template0,0,0
2023-07-22 17:20:19,postgres,0,0
2023-07-22 17:20:19,explorer,69643905,42802
2023-07-22 17:20:19,template1,9876,104
2023-07-22 17:20:19,template0,0,0
2023-07-22 17:20:29,postgres,0,0
2023-07-22 17:20:29,explorer,70097912,42857
2023-07-22 17:20:29,template1,9876,104
2023-07-22 17:20:29,template0,0,0
2023-07-22 17:20:39,postgres,0,0
2023-07-22 17:20:39,explorer,70601578,42887
2023-07-22 17:20:39,template1,9876,104
2023-07-22 17:20:39,template0,0,0
2023-07-22 17:20:49,postgres,0,0
2023-07-22 17:20:49,explorer,71153601,42894
2023-07-22 17:20:49,template1,9949,104
2023-07-22 17:20:49,template0,0,0
2023-07-22 17:20:59,postgres,0,0
2023-07-22 17:20:59,explorer,71604537,42928
2023-07-22 17:20:59,template1,9949,104
2023-07-22 17:20:59,template0,0,0
2023-07-22 17:21:09,postgres,0,0
2023-07-22 17:21:09,explorer,72153357,43015
2023-07-22 17:21:09,template1,9949,104
2023-07-22 17:21:09,template0,0,0
2023-07-22 17:21:19,postgres,0,0
2023-07-22 17:21:19,explorer,72690104,43067
2023-07-22 17:21:19,template1,9949,104
2023-07-22 17:21:19,template0,0,0
2023-07-22 17:21:29,postgres,0,0
2023-07-22 17:21:29,explorer,73142484,43087
2023-07-22 17:21:29,template1,9949,104
2023-07-22 17:21:29,template0,0,0
2023-07-22 17:21:39,postgres,0,0
2023-07-22 17:21:39,explorer,73643607,43096
2023-07-22 17:21:39,template1,9949,104
2023-07-22 17:21:39,template0,0,0
2023-07-22 17:21:49,postgres,0,0
2023-07-22 17:21:49,explorer,74195046,43125
2023-07-22 17:21:49,template1,10022,104
2023-07-22 17:21:49,template0,0,0
2023-07-22 17:21:59,postgres,0,0
2023-07-22 17:21:59,explorer,74645750,43144
2023-07-22 17:21:59,template1,10022,104
2023-07-22 17:21:59,template0,0,0
2023-07-22 17:22:09,postgres,0,0
2023-07-22 17:22:09,explorer,75197654,43228
2023-07-22 17:22:09,template1,10022,104
2023-07-22 17:22:09,template0,0,0
2023-07-22 17:22:19,postgres,0,0
2023-07-22 17:22:19,explorer,75736874,43296
2023-07-22 17:22:19,template1,10022,104
2023-07-22 17:22:19,template0,0,0
2023-07-22 17:22:29,postgres,0,0
2023-07-22 17:22:29,explorer,76239425,43307
2023-07-22 17:22:29,template1,10022,104
2023-07-22 17:22:29,template0,0,0
2023-07-22 17:22:39,postgres,0,0
2023-07-22 17:22:39,explorer,76691255,43314
2023-07-22 17:22:39,template1,10022,104
2023-07-22 17:22:39,template0,0,0
2023-07-22 17:22:49,postgres,0,0
2023-07-22 17:22:49,explorer,77244986,43381
2023-07-22 17:22:49,template1,10299,113
2023-07-22 17:22:49,template0,0,0
2023-07-22 17:22:59,postgres,0,0
2023-07-22 17:22:59,explorer,77697559,43396
2023-07-22 17:22:59,template1,10299,113
2023-07-22 17:22:59,template0,0,0
2023-07-22 17:23:09,postgres,0,0
2023-07-22 17:23:09,explorer,78199403,43477
2023-07-22 17:23:09,template1,10299,113
2023-07-22 17:23:09,template0,0,0
2023-07-22 17:23:19,postgres,0,0
2023-07-22 17:23:19,explorer,78789636,43587
2023-07-22 17:23:19,template1,10299,113
2023-07-22 17:23:19,template0,0,0
2023-07-22 17:23:29,postgres,0,0
2023-07-22 17:23:29,explorer,79242113,43616
2023-07-22 17:23:29,template1,10299,113
2023-07-22 17:23:29,template0,0,0
2023-07-22 17:23:39,postgres,0,0
2023-07-22 17:23:39,explorer,79794805,43630
2023-07-22 17:23:39,template1,10299,113
2023-07-22 17:23:39,template0,0,0
2023-07-22 17:23:49,postgres,0,0
2023-07-22 17:23:49,explorer,80245081,43666
2023-07-22 17:23:49,template1,10372,113
2023-07-22 17:23:49,template0,0,0
2023-07-22 17:23:59,postgres,0,0
2023-07-22 17:23:59,explorer,80745887,43679
2023-07-22 17:23:59,template1,10372,113
2023-07-22 17:23:59,template0,0,0
2023-07-22 17:24:09,postgres,0,0
2023-07-22 17:24:09,explorer,81248306,43686
2023-07-22 17:24:09,template1,10372,113
2023-07-22 17:24:09,template0,0,0
2023-07-22 17:24:19,postgres,0,0
2023-07-22 17:24:19,explorer,81785882,43762
2023-07-22 17:24:19,template1,10372,113
2023-07-22 17:24:19,template0,0,0
2023-07-22 17:24:29,postgres,0,0
2023-07-22 17:24:29,explorer,82289021,43779
2023-07-22 17:24:29,template1,10372,113
2023-07-22 17:24:29,template0,0,0
2023-07-22 17:24:39,postgres,0,0
2023-07-22 17:24:39,explorer,82843918,43782
2023-07-22 17:24:39,template1,10372,113
2023-07-22 17:24:39,template0,0,0
2023-07-22 17:24:49,postgres,0,0
2023-07-22 17:24:49,explorer,83347847,43785
2023-07-22 17:24:49,template1,10445,113
2023-07-22 17:24:49,template0,0,0
2023-07-22 17:24:59,postgres,0,0
2023-07-22 17:24:59,explorer,83799788,43831
2023-07-22 17:24:59,template1,10445,113
2023-07-22 17:24:59,template0,0,0
2023-07-22 17:25:09,postgres,0,0
2023-07-22 17:25:09,explorer,84302247,43865
2023-07-22 17:25:09,template1,10445,113
2023-07-22 17:25:09,template0,0,0
2023-07-22 17:25:19,postgres,0,0
2023-07-22 17:25:19,explorer,84840282,43974
2023-07-22 17:25:19,template1,10445,113
2023-07-22 17:25:19,template0,0,0
2023-07-22 17:25:29,postgres,0,0
2023-07-22 17:25:29,explorer,85394739,43992
2023-07-22 17:25:29,template1,10445,113
2023-07-22 17:25:29,template0,0,0
2023-07-22 17:25:39,postgres,0,0
2023-07-22 17:25:39,explorer,85896734,44006
2023-07-22 17:25:39,template1,10445,113
2023-07-22 17:25:39,template0,0,0
2023-07-22 17:25:49,postgres,0,0
2023-07-22 17:25:49,explorer,86347541,44021
2023-07-22 17:25:49,template1,10518,113
2023-07-22 17:25:49,template0,0,0
2023-07-22 17:25:59,postgres,0,0
